"","Orthology","Reaction","Reaction_decode","Pathway","Pathway_decode","Module","Module_decode","KEGG.mergedColors","KEGG.yellow","KEGG.black","KEGG.brown","KEGG.purple","KEGG.red","KEGG.turquoise","KEGG.magenta","KEGG.blue","KEGG.green","KEGG.yellow.p","KEGG.black.p","KEGG.brown.p","KEGG.purple.p","KEGG.red.p","KEGG.turquoise.p","KEGG.magenta.p","KEGG.blue.p","KEGG.green.p"
"K02775","PTS-Gat-EIIC, gatC, sgcC; PTS system, galactitol-specific IIC component","R05570","Galactitol + Protein N(pi)-phospho-L-histidine <=> Galactitol 1-phosphate + Protein histidine","map02060","Phosphotransferase system (PTS)","","","black",0.14558281935586,0.811030780770906,0.508744775280623,0.0241543985888063,-0.16330332330589,0.183704789583498,-0.0540539041452503,-0.361732829433156,-0.093505029380277,0.00139855886467194,3.86835403699867e-113,6.76115255571782e-33,0.597957115460091,0.000332140523108587,5.24254531455746e-05,0.23768221624627,2.96657796697764e-16,0.0407963207118951
"K07444","ypsC; putative N6-adenine-specific DNA methylase [EC:2.1.1.-]","","","","","","","black",0.0945455427362183,0.809129477271142,0.599228357578405,-0.0281300033928413,-0.38839767675739,-0.221888008201971,-0.0937692167104128,-0.20383915064923,-0.0803158755225213,0.0385968627297605,3.28615940188026e-112,5.09140964828269e-48,0.539104196086281,1.07315117138534e-18,9.35031099119936e-07,0.0402280805966263,6.89576617528232e-06,0.0790809245914558
"K01662","dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]","R05636","Pyruvate + D-Glyceraldehyde 3-phosphate <=> 1-Deoxy-D-xylulose 5-phosphate + CO2","map01130","Biosynthesis of antibiotics","M00096","C5 isoprenoid biosynthesis, non-mevalonate pathway","black",0.339857922591261,0.808809423398569,0.44083496648561,-0.0524349097198639,-0.210585703769378,-0.142243117061948,-0.0968407458494416,-0.357077026130803,-0.23639964780825,2.0488238326556e-14,4.6997080160544e-112,3.40630532241909e-24,0.252050239226376,3.33409352403941e-06,0.0018030410173647,0.0340982449083932,7.51233234441596e-16,1.65236628207062e-07
"K00175","korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]","R01197","2 Reduced ferredoxin + Succinyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + 2-Oxoglutarate + CoA","map01200","Carbon metabolism","M00620","Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate","black",0.396407325220455,0.806081779196894,0.219594652897882,0.0121055567125623,-0.264071900622039,-0.219921710830844,-0.253829982712697,-0.769653396505576,-0.252722321563838,1.78814109774037e-19,9.64938742912483e-111,1.21690367324273e-06,0.791579194657427,4.3871873053565e-09,1.17222787798283e-06,1.76745155739922e-08,5.30808371573058e-95,2.04757336911662e-08
"K03522","fixB, etfA; electron transfer flavoprotein alpha subunit","","","","","","","black",-0.235128164707061,0.802213995214977,0.832015803840196,-0.0176031534876115,-0.20081287084487,0.00712560645338491,-0.0483088188281786,-0.0349769784123084,-0.0877399742075411,1.93220107833221e-07,6.45831456506784e-109,3.77621733163727e-124,0.700765736398093,9.47967169412206e-06,0.876390872357852,0.291359547649756,0.445020895846692,0.0549883755710535
"K01914","asnA; aspartate--ammonia ligase [EC:6.3.1.1]","R00483","ATP + L-Aspartate + Ammonia <=> AMP + Diphosphate + L-Asparagine","map01230","Biosynthesis of amino acids","","","black",-0.0638543291173509,0.800231440137023,0.730364505258396,-0.0367469655426322,-0.249135988543647,-0.0435330016390721,-0.0459290054783219,-0.0680235355343439,-0.0436281706968129,0.162927473152501,5.37356052646191e-108,5.42338628701519e-81,0.422312153785729,3.28125701204258e-08,0.341742626591744,0.31580853856923,0.137120401287688,0.340687313572894
"K02621","parC; topoisomerase IV subunit A [EC:5.6.2.2]","","","","","","","black",0.428336020994483,0.800150575387056,0.144210032666868,-0.0619300885150207,-0.0943387433330238,-0.0775797793167668,-0.254219507205758,-0.843420806521534,-0.200404754194593,8.54787224060139e-23,5.85561533686243e-108,0.00155349216166063,0.176003249424479,0.0390258181886155,0.0898788640488846,1.67805910215321e-08,8.54186772440379e-131,9.8917632946572e-06
"K01869","LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]","R03657","ATP + L-Leucine + tRNA(Leu) <=> AMP + Diphosphate + L-Leucyl-tRNA","map00970","Aminoacyl-tRNA biosynthesis","","","black",-0.105448458905792,0.79691214580701,0.734499079963624,-0.0434457693623426,-0.107995214965393,-0.103810615922244,-0.0904193570980424,-0.170009256767531,-0.126989896092562,0.0209846213662009,1.76928578136829e-106,2.39032145764951e-82,0.342711759515124,0.0180625285469643,0.0230736949981436,0.0479505180398037,0.000185223594567939,0.00538049716121105
"K07568","queA; S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]","R10220","S-Adenosyl-L-methionine + tRNA 7-aminomethyl-7-carbaguanine <=> L-Methionine + Adenine + Epoxyqueuosine in tRNA","","","","","black",0.503436144964911,0.796340991245666,0.152379339976139,-0.0387612674387747,-0.23170233404181,-0.196063688958805,-0.291295967147838,-0.798615260053094,-0.244566663277559,3.82568853015626e-32,3.20679730761824e-106,0.00082036693200937,0.397311007185328,2.93228837015383e-07,1.54713063154502e-05,8.02356511774558e-11,2.96971485130362e-107,5.92144315819188e-08
"K07462","recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]","","","map03440","Homologous recombination","","","black",-0.141388178234504,0.793349435597908,0.685458927191136,-0.0261933364470658,0.0318623085851428,0.00083733390576703,-0.215305252808643,-0.204181271408136,-0.0893866085898034,0.00192255004622544,7.00596755259158e-105,9.8580360454791e-68,0.567410402156773,0.486619636713054,0.985417022512309,1.97698498245037e-06,6.65008752277855e-06,0.0505682879340184
"K00850","pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]","R04779","ATP + beta-D-Fructose 6-phosphate <=> ADP + beta-D-Fructose 1,6-bisphosphate","map05230","Central carbon metabolism in cancer","M00345","Formaldehyde assimilation, ribulose monophosphate pathway","black",0.119114833922658,0.791796593607598,0.490476943228011,-0.110882063432738,-0.246322061292326,-0.11251379363986,-0.140708423903493,-0.366250175932025,-0.173608499177945,0.00906904804595442,3.40412828750812e-104,2.32096778746325e-30,0.0151855714504611,4.72641509812168e-08,0.0137442537568779,0.00202269792359792,1.18679303822051e-16,0.000134147954585869
"K09457","queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]","R07605","7-Aminomethyl-7-carbaguanine + 2 NADP+ <=> 7-Cyano-7-carbaguanine + 2 NADPH + 2 H+","map01100","Metabolic pathways","","","black",-0.180319470287439,0.791060392359812,0.780401603303888,0.0736281131817331,-0.100530536576544,-0.0766388746090342,-0.0208973103865659,-0.118073299849488,0.0171804767640305,7.22502269181806e-05,7.16882090798589e-104,2.49257520666373e-99,0.107527875492247,0.0278036530295021,0.0938545915231351,0.648235504117428,0.00969669253699206,0.707617070410974
"K12251","aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]","R01152","N-Carbamoylputrescine + H2O <=> Putrescine + CO2 + Ammonia","map01100","Metabolic pathways","","","black",0.0500425028836523,0.788859682629246,0.440227393562281,-0.087210336510012,-0.143696803060007,-0.195953892596145,-0.151154499585312,-0.407243993367991,-0.220889106005417,0.27436876017932,6.52485410118562e-103,3.99639795733427e-24,0.0564765942752371,0.00161535315696803,1.56453501390042e-05,0.000904630360340035,1.46275582813255e-20,1.04910329005707e-06
"K21574","susB; glucan 1,4-alpha-glucosidase [EC:3.2.1.3]","R01791","Dextrin + H2O <=> D-Glucose + Dextrin","map01100","Metabolic pathways","","","black",0.430555809225655,0.784994449240008,0.170610429111713,-0.086366712016147,-0.292297764203724,-0.192336523230939,-0.210800630608319,-0.724638374982769,-0.244059474884056,4.86996674264647e-23,2.9625391213137e-101,0.000175585269078109,0.0589159929903369,6.86672373953386e-11,2.2539321042924e-05,3.25651169400224e-06,3.72361074158911e-79,6.31791104774685e-08
"K07391","comM; magnesium chelatase family protein","","","","","","","black",0.285128367241493,0.78279565808481,0.319115574080516,-0.0730854255902976,-0.0249408054270561,-0.0450590477945308,-0.0888391266534944,-0.532565098827483,-0.287328232822344,2.06464079952521e-10,2.50666048740694e-100,8.43938535596477e-13,0.110151982531183,0.586087331627037,0.325071901186259,0.0520037592514325,1.92630836747721e-36,1.4776758950213e-10
"K00766","trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]","R01073","N-(5-Phospho-D-ribosyl)anthranilate + Diphosphate <=> Anthranilate + 5-Phospho-alpha-D-ribose 1-diphosphate","map01230","Biosynthesis of amino acids","M00023","Tryptophan biosynthesis, chorismate => tryptophan","black",0.090724456885497,0.780256235476283,0.566543272340943,0.0702016942588423,-0.301112544225328,-0.124907230574953,0.0301354290810181,-0.19097428297573,-0.0294535892885279,0.047199240389461,2.862957761605e-99,5.15994417712593e-42,0.124951385410102,1.69936066324716e-11,0.00619432641604286,0.51055593450542,2.58162998294628e-05,0.520173118222146
"K00330","nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]","R11945","Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+","map01100","Metabolic pathways","M00144","NADH:quinone oxidoreductase, prokaryotes","black",-0.00267992176876,0.779639959942701,0.711587852582453,0.00781392781395945,0.0296454149972808,0.0644259541392979,-0.0670887344893169,-0.16515682431999,-0.0720328438358672,0.953350512456212,5.14489617229624e-99,3.87511535678132e-75,0.864560360548907,0.517458082601554,0.159187431984086,0.142614368577674,0.000283258314766351,0.11538517793135
"K07405","E3.2.1.1A; alpha-amylase [EC:3.2.1.1]","R11262","Maltodextrin + H2O <=> Maltose","map01100","Metabolic pathways","","","black",0.341207851336681,0.778731301132405,0.186622682017124,-0.0687806323720775,-0.0615945688203088,-0.198085782237441,-0.236042651056931,-0.790421738724214,-0.260098512077852,1.59264549488294e-14,1.21678200491335e-98,3.95783920880529e-05,0.132791303549146,0.178360918936791,1.25767825943813e-05,1.72672281136072e-07,1.36451158419639e-103,7.58677448050618e-09
"K04485","radA, sms; DNA repair protein RadA/Sms","","","","","","","black",-0.262497184174679,0.775457139848722,0.805981762362395,-0.0139465638457014,-0.247505680448855,-0.0396579288542261,-0.00226453920193269,-0.0225521545580723,-0.0745807785120162,5.45670165741889e-09,2.61606523239871e-97,1.0770261152452e-110,0.760782977779245,4.05602610605197e-08,0.386474184957241,0.960574683241558,0.622471209379824,0.103040974758041
"K00767","nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]","R03348","Nicotinate D-ribonucleotide + Diphosphate + CO2 <=> Quinolinate + 5-Phospho-alpha-D-ribose 1-diphosphate","map01100","Metabolic pathways","M00115","NAD biosynthesis, aspartate => NAD","black",0.0897064906682482,0.773804025874913,0.401656081972359,-0.129157855879856,-0.0504352413556027,-0.0703447508533764,-0.179276152309907,-0.472270794641638,-0.280479780941446,0.0497449961084159,1.2074045481568e-96,5.37998661191815e-20,0.00463679637460598,0.270615452421813,0.124182512462715,7.96642264297476e-05,5.56261617419697e-28,4.14633031711557e-10
"K00340","nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]","R11945","Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+","map01100","Metabolic pathways","M00144","NADH:quinone oxidoreductase, prokaryotes","black",0.212741504539523,0.770266986410708,0.311133853452844,-0.0618449111000235,-0.0404453965776347,-0.0598652440541206,-0.183632763536169,-0.603156240052966,-0.198647286103541,2.6298784470488e-06,3.04945755861427e-95,3.27641497102627e-12,0.176599578642536,0.377106941994582,0.190885213213217,5.27876163684067e-05,8.66874516193025e-49,1.1869349689334e-05
"K05592","deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]","","","map03018","RNA degradation","","","black",0.422260743261707,0.768667755491948,0.213705897861282,0.00481657609036836,-0.0589427382593416,0.0162397735404831,-0.236894149890595,-0.64391578948333,-0.171857034675548,3.90290079136944e-22,1.28839348115273e-94,2.3631662877369e-06,0.916263846844941,0.197824591700935,0.722949559223941,1.55444954702538e-07,1.92731627085125e-57,0.000157077776921382
"K19265","gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]","","","","","","","black",0.296940079196898,0.76411143109811,0.377391994096175,-0.0970397546391646,-0.103026811117085,-0.0125198105849946,-0.0471753359875582,-0.401583868777676,-0.235295984512383,3.31083617514492e-11,7.34009529029728e-93,1.16357722029533e-17,0.0337301444010769,0.0241355864023103,0.78461936423621,0.302841619530741,5.47042281554963e-20,1.89280730801691e-07
"K03147","thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]","R03472","Aminoimidazole ribotide + S-Adenosyl-L-methionine <=> 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine + 5'-Deoxyadenosine + L-Methionine + Formate + CO","map01100","Metabolic pathways","M00127","Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P","black",-0.235047838415165,0.763058964285449,0.822995448913871,-0.0244847416328088,-0.055500715467723,0.0159965435718651,0.00558741272422994,0.0125221279350986,-0.0947765425179505,1.95133516478588e-07,1.84329620288078e-92,3.07803881933066e-119,0.592957761573603,0.225338839245215,0.726932356914062,0.902924403066537,0.784580478394541,0.0381224387455439
"K03701","uvrA; excinuclease ABC subunit A","","","map03420","Nucleotide excision repair","","","black",-0.117402715416795,0.762037264902768,0.678872934652512,-0.0852224020579563,0.148668305554367,-0.109664588102558,-0.0625287398049814,-0.278383570681577,-0.105963322003519,0.0101209453178268,4.485476432692e-92,5.48031573233501e-66,0.0623635874983495,0.00110077606588747,0.0163457953356634,0.171854244244746,5.65438949869482e-10,0.0203627911135712
"K00046","idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]","","","","","","","black",-0.150350896275831,0.755927523424574,0.716912639683823,-0.0261655294165564,-0.311918420772506,-0.0797962819917789,-0.0836329982053289,-0.0917192362447332,-0.0761656092345677,0.000964184551257277,8.3435760429628e-90,9.4757407235931e-77,0.56782194050631,2.87259240605701e-12,0.0810463624230675,0.0674265478508916,0.0448179090516682,0.0959068281394436
"K01924","murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]","R03193","ATP + UDP-N-acetylmuramate + L-Alanine <=> ADP + Orthophosphate + UDP-N-acetylmuramoyl-L-alanine","map01100","Metabolic pathways","","","black",-0.0251130881519851,0.751436924174945,0.641101011684341,-0.0353992050539071,-0.312075015890673,-0.0861996766919096,0.00411331378563674,-0.0772554635143387,-0.0675446023396437,0.583501571037861,3.52440319115708e-88,8.41176399125623e-57,0.439541618941756,2.79802733690186e-12,0.0594091844335703,0.928454542007256,0.0912336898034502,0.139914481234112
"K03628","rho; transcription termination factor Rho","","","map03018","RNA degradation","","","black",-0.0786611074932218,0.743199612356059,0.674803878397885,-0.0417342944216327,0.226586629616455,0.0279732966120389,0.0435492878660184,-0.226602691251782,-0.133529310370383,0.0854779137223786,2.75722867541358e-85,6.2268673604688e-65,0.362079235242692,5.40186953273882e-07,0.541368126611728,0.341561883745425,5.3916373690442e-07,0.00341239852038532
"K00012","UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]","R00286","UDP-glucose + H2O + 2 NAD+ <=> UDP-glucuronate + 2 NADH + 2 H+","map01100","Metabolic pathways","M00129","Ascorbate biosynthesis, animals, glucose-1P => ascorbate","black",0.0273342918244068,0.741581637474208,0.614653981713022,-0.109710325000229,-0.0985377423434638,-0.0795611905754003,-0.0573668899192735,-0.269788846750001,-0.0986208297741315,0.550648491632915,9.90340086057657e-85,4.21433349124855e-51,0.0163008441571459,0.0310665677329131,0.0819485263766773,0.210101059561059,1.96327927222673e-09,0.0309242512026163
"K01613","psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]","R02055","Phosphatidylserine <=> Phosphatidylethanolamine + CO2","map01110","Biosynthesis of secondary metabolites","M00093","Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE","black",0.294014522530342,0.740661103978932,0.261642137888175,-0.0199701560018946,0.0369848246649145,0.0904164289661926,-0.195589050169183,-0.554885181891169,-0.243965142247568,5.25118297610414e-11,2.04112592458257e-84,6.13924372466781e-09,0.662858686274871,0.419312906786866,0.0479577765208015,1.62371407981767e-05,4.97588460468052e-40,6.39442558193283e-08
"K20509","madB, oadB, gcdB, mmdB; carboxybiotin decarboxylase [EC:7.2.4.1]","R12212","Oxaloacetate + 2 Sodium cation <=> Pyruvate + CO2 + 2 Sodium cation","map01120","Microbial metabolism in diverse environments","","","black",0.206898403125039,0.738506279094557,0.334635728549996,-0.0196867875813176,-0.241509530092628,-0.250548662824723,-0.224176380834383,-0.555648832623229,-0.232141417835896,4.97456965394239e-06,1.09621842183568e-83,5.36618749826328e-14,0.66735401263541,8.73248266722126e-08,2.72737131433709e-08,7.16838536606233e-07,3.70922713168363e-40,2.78063636468478e-07
"K03217","yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase","","","map03070","Bacterial secretion system","","","black",0.125145365213651,0.736571005500744,0.441162611601515,-0.12840163104322,0.12548879530491,0.0518333713677715,-0.0705909326396127,-0.389070702527619,-0.132278260125448,0.00609598303365626,4.8911617395022e-83,3.12469953736788e-24,0.00488495862848907,0.00595662357943782,0.257539444517898,0.122868002758616,9.24872844648997e-19,0.00372875354027585
"K08998","K08998; uncharacterized protein","","","","","","","black",0.0169346238029614,0.733381616669857,0.550205619879084,-0.025401321705487,-0.00646501415337249,0.0273143723852054,0.0243365079846024,-0.242432135626582,-0.049338852949408,0.711613123119745,5.58981835667329e-82,2.96182201646367e-39,0.579187415542303,0.887770774196268,0.550939034348517,0.595198742258822,7.77071447989115e-08,0.281181665489256
"K02377","TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]","R05692","GDP-L-fucose + NADP+ <=> GDP-4-dehydro-6-deoxy-D-mannose + NADPH + H+","map01100","Metabolic pathways","","","black",0.380231499388757,0.732205682341876,0.227919995988625,-0.0756490810947924,-0.165727048525868,-0.114231708146109,-0.143868819679908,-0.599051890883286,-0.200673779049586,6.34553639229102e-18,1.36029743450657e-81,4.61297460515894e-07,0.0981873667280837,0.000269627794449565,0.0123582941148134,0.00159437209418932,5.50975282240963e-48,9.61824641412554e-06
"K01159","ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]","","","map03440","Homologous recombination","","","black",0.129556627241632,0.729810290185267,0.317487479075415,0.00243672167015217,0.0524707968487343,-0.0325726469291795,-0.140242769476142,-0.642080510817583,-0.224403269067566,0.00451057090327069,8.20536340520929e-81,1.1166212915829e-12,0.957579727676743,0.251725349193499,0.476952048227255,0.00209403266240258,5.04616463036752e-57,6.98091601602505e-07
"K00874","kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","R01541","ATP + 2-Dehydro-3-deoxy-D-gluconate <=> ADP + 2-Dehydro-3-deoxy-6-phospho-D-gluconate","map01200","Carbon metabolism","M00631","D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P","black",-0.152356081505031,0.727712368123881,0.727667810354138,-0.0310982214893752,-0.320783955462179,-0.0886571101201193,-0.0654670913529617,-0.0250878019762752,-0.114399332327842,0.000821897011300829,3.89752049233027e-80,4.02802354814807e-80,0.49713547221621,6.32323470891408e-13,0.0524884602938758,0.152542382281126,0.583880754732164,0.0122299065738852
"K01711","gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]","R00888","GDP-mannose <=> GDP-4-dehydro-6-deoxy-D-mannose + H2O","map01100","Metabolic pathways","","","black",0.346415862514237,0.722907650616856,0.182591109616429,-0.0729977107430336,-0.162691676435219,-0.175468712482131,-0.190045342602466,-0.667070321454343,-0.22291004409852,5.95792834618005e-15,1.30913526430654e-78,5.82967775700933e-05,0.110580813515488,0.000349926454636739,0.000113258628354174,2.83047202570918e-05,5.67860786993612e-63,8.30682609928502e-07
"K06920","queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]","R09978","7-Carboxy-7-carbaguanine + Ammonia + ATP <=> 7-Cyano-7-carbaguanine + ADP + Orthophosphate + H2O","map01100","Metabolic pathways","","","black",0.408220130010816,0.713944654249108,0.182167886348402,0.0879236287296231,-0.0278050297197184,-0.0307193366208122,-0.126985251309804,-0.631617838486636,-0.0448143883937019,1.16216415059955e-20,7.57700391590413e-76,6.06866410520469e-05,0.0544799995817082,0.54380432271292,0.50239432883232,0.00538219963665577,1.07734949307977e-54,0.327708484363294
"K00262","E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]","R00248","L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+","map01120","Microbial metabolism in diverse environments","","","black",-0.182327285523351,0.713206231686514,0.637724609887936,-0.127629906562418,-0.152313498262045,-0.203023180256107,-0.126889927761933,-0.310715529124388,-0.137636505947414,5.97758883830966e-05,1.26573578600983e-75,4.82744791701712e-56,0.00515049420583987,0.000824705229575895,7.51713029514314e-06,0.00541724630761566,3.51389108585345e-12,0.00253752080805897
"K03150","thiH; 2-iminoacetate synthase [EC:4.1.99.19]","R10246","L-Tyrosine + S-Adenosyl-L-methionine + Reduced acceptor <=> Iminoglycine + 4-Cresol + 5'-Deoxyadenosine + L-Methionine + Acceptor","map01100","Metabolic pathways","","","black",0.162476524483194,0.71264559259713,0.415885290696026,0.0347924030186527,-0.166947733456679,-0.108840927001168,-0.0476196650414868,-0.265626197312013,-0.155952329125279,0.000356391139920137,1.86665790966155e-75,1.85886914900264e-21,0.44742829166661,0.000242482893786126,0.0171740928508425,0.298305355737849,3.53232744093479e-09,0.000614244282722376
"K01804","araA; L-arabinose isomerase [EC:5.3.1.4]","R12991","beta-L-Arabinopyranose <=> L-Ribulose","map01100","Metabolic pathways","","","black",0.0996936981233599,0.711702553893683,0.466949610319177,-0.0512102586649199,-0.280186053901513,-0.0646570278215518,0.0124552566580498,-0.246825203011573,-0.117155544718288,0.0291361230537009,3.58059094955581e-75,2.59564704651503e-27,0.263312119238474,4.33121581304153e-10,0.157694073067163,0.785702813916633,4.42929359430761e-08,0.010281428074158
"K01258","pepT; tripeptide aminopeptidase [EC:3.4.11.4]","","","","","","","black",0.123285824751219,0.696272376160646,0.392030816696101,0.313685315761861,-0.0153613304158905,0.00727272494084193,-0.219565695129947,-0.37112091527659,-0.0915579777003203,0.00690264000863797,1.06149440001107e-70,4.78938661959987e-19,2.13306895716897e-12,0.73736823293451,0.873859868715427,1.22093702538988e-06,4.34779042984202e-17,0.0451969308362802
"K03077","araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]","R05850","L-Ribulose 5-phosphate <=> D-Xylulose 5-phosphate","map01120","Microbial metabolism in diverse environments","M00550","Ascorbate degradation, ascorbate => D-xylulose-5P","black",-0.156339431533312,0.690742300016255,0.667117364579112,-0.0357028904031848,-0.0967197562254119,0.225723610264572,0.0571512006473698,-0.0139576919385467,-0.0498987361335156,0.000595065793471393,3.63126416138997e-69,5.52710318905847e-63,0.435624649449991,0.0343237045413854,5.97996314910395e-07,0.211823221566033,0.76059791800355,0.275751525954524
"K02897","RP-L25, rplY; large subunit ribosomal protein L25","","","map03010","Ribosome","M00178","Ribosome, bacteria","black",0.325270675185858,0.684061368684225,0.281299955450772,-0.00686192999380072,0.0794393754210039,-0.100261188037571,-0.0958755787476587,-0.584569801463733,-0.195695213993711,2.88340989007678e-13,2.33317521329279e-67,3.66980554965515e-10,0.88093025902664,0.082419176226348,0.0282266935759866,0.0359324089308237,3.05167610727805e-45,1.60627797078004e-05
"K05366","mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]","","","map01501","beta-Lactam resistance","","","black",-0.0589709919914912,0.68335680145127,0.475647049916637,-0.133725313069446,0.0861612795320927,0.0543540167531777,-0.207315607686415,-0.257452695810167,-0.156534472402023,0.197609362997165,3.59566683651201e-67,2.063962570441e-28,0.0033651039305536,0.0595230379922177,0.235083474418238,4.75607760233135e-06,1.08710067566749e-08,0.000585614658075172
"K00873","PK, pyk; pyruvate kinase [EC:2.7.1.40]","R02320","Nucleoside triphosphate + Pyruvate <=> NDP + Phosphoenolpyruvate","map05230","Central carbon metabolism in cancer","M00050","Guanine ribonucleotide biosynthesis IMP => GDP,GTP","black",0.132745116547688,0.680584330929588,0.372542301782156,-0.148067190610157,-0.10468411157497,0.00750571347931902,-0.12568816803212,-0.344263779118007,-0.1658373115613,0.00360771565175978,1.94880534459096e-66,3.23297762774051e-17,0.00115375069726751,0.0219381720751107,0.869854211232288,0.00587704003062589,8.96440490089645e-15,0.000267063837316721
"K11085","msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]","","","map02010","ABC transporters","","","black",0.426868824231433,0.678946846251287,0.237013165886274,-0.0250666380302608,0.174410068846505,0.0166881871569021,-0.177561021562762,-0.60169982700975,-0.227978067385591,1.23698095272562e-22,5.24174377936016e-66,1.53173196180818e-07,0.58419821064968,0.000124738121524844,0.715626603846436,9.34305763571387e-05,1.67607071775921e-48,4.58126549886901e-07
"K11070","potC; spermidine/putrescine transport system permease protein","","","map02010","ABC transporters","","","black",0.0269255080038486,0.674268047017406,0.391846674852461,0.0529858887222083,-0.298453155829959,-0.0916467262131656,-0.0875383736599092,-0.316443641539081,-0.00398292779128114,0.55662597699397,8.55059318187376e-65,4.99049208916189e-19,0.247094229048809,2.60278832701944e-11,0.0449880045508636,0.0555509612408672,1.3349879163263e-12,0.930716643846502
"K16212","mgp; 4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]","R09943","4-O-beta-D-Mannopyranosyl-D-glucopyranose + Orthophosphate <=> D-Glucose + D-Mannose 1-phosphate","","","","","black",0.43375798729311,0.669750166464945,0.234304494846189,-0.0602494858576635,-0.294173912521665,-0.166507918634644,-0.128905674593505,-0.457567673084532,-0.194069734283813,2.14716804476346e-23,1.20719207926165e-63,2.13728325396079e-07,0.188048127570219,5.12155634980448e-11,0.000251954339107559,0.00471825773808427,3.67711596329638e-26,1.89380741310239e-05
"K01056","PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]","","","","","","","black",-0.17183650032859,0.656512631225164,0.594752677986315,-0.008213775794719,-0.010626071625953,-0.0971514831687042,0.0548937465496854,-0.0888335901033823,0.00373426271382575,0.000157367221498615,2.17114369537912e-60,3.71615684278988e-47,0.857701675830081,0.816567641084075,0.0335249722768154,0.230460426475047,0.0520184475817091,0.935032333351615
"K00615","E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]","R06590","Aminofructose 6-phosphate + D-Ribose 5-phosphate <=> Iminoerythrose 4-phosphate + Sedoheptulose 7-phosphate","map01230","Biosynthesis of amino acids","M00167","Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P","black",-0.092055889934359,0.655083280748233,0.591343043926938,-0.0709235356856502,-0.0369239870239192,0.218185092869955,0.0105053733228185,-0.0594674964153323,-0.0652531174848702,0.0440352467713478,4.76805487834465e-60,1.65466073011823e-46,0.1211092770829,0.420078838570973,1.42883210643642e-06,0.81861482803106,0.193854972141854,0.153890598630502
"K00857","tdk, TK; thymidine kinase [EC:2.7.1.21]","R08233","5-Fluorodeoxyuridine + ATP <=> 5-Fluorodeoxyuridine monophosphate + ADP","map01100","Metabolic pathways","","","black",0.317158826254208,0.647762034186499,0.147821246570047,-0.0809116579830035,-0.272711503641207,-0.149075695874166,-0.239231333946088,-0.675064695135218,-0.15682018583722,1.181304814623e-12,2.50930864194326e-58,0.00117609444688178,0.0768750402738384,1.29201045989512e-09,0.00106615856476833,1.16250824777938e-07,5.33489076552627e-65,0.000572021044847343
